text,sentiment
ngeselin aplikasi buat order gojek aja nunggu sampe menit baru dpt driver alih k lain kalau begini terus,negative
saat layan bagus,positive
drever baik dn sopan,positive
kembang semangat gojek indonesia,positive
that simple,positive
bgus aja,positive
jam lebih nungguin driver cuma ngantar makan ga nemu kalau memang ga driver kasih option batalin harus nunggu jam baru di cancel,negative
gojek sekarang susah bgt dapet driver padahal ga hujan sekali dapet driver malah yg posisi jauh apk nya ga jelas anehhh,negative
bagus murah cepat praktis,positive
mantap,positive
lebih cepet gak ribet,positive
mantap,positive
sangat bantu mudah lancar jalan,positive
baik dong titik lokasi udh sesuai sama alamat udh gue cantumin patok jalan alamat lengkap,negative
dah selesai uninstal tambah kesini tambah ngaco order double olwh driver jadi nya lama banget dah cukup ga pakai gojek sangat malas pakai gojek pakai yg lebih cepet lebih murah,negative
drivernya belagu,negative
beda sama aplikator belah,positive
susah driver buat go food mana gabisa dibatalin orang lapar suruh nunggu driver gak ujung ujung dibatalin sistem sendiri kocak,negative
jujur aplikasi klo buat ngirim barang kyk bgsat udh ilangin opsi jamin kirim ttep maksa include ujung nmbah biaya,negative
selalu guna gojek puas sama layan,positive
mantapppp,positive
kirim gosend lama banget cari drivernya,neutral
layan parah bobrok,negative
simple drivernya ok,positive
tolongg dong aplikasi nya lot bgtt lelett muncul nya padahal sinyal bagus jdi kalo mau mesen apa jadi lamaa baik ganti bintang,neutral
amazing,positive
makasih go jek,positive
min kok roomchat gosend ga klo mau ngirim foto driver jdinya ga dong gimana sii,positive
flash sale apa apa ga klik di go food,negative
bantu pergi walaupun jarak jauh,positive
tanggap nya cepet,positive
makin lama driver gocarnya makin ga jelas komunikasi susah suka cancel padahal udah nunggu lama konfirmasi dulu,negative
akhir akhir apk gojek eror tadi pesan makan tidak sesuai harga ada driver nya untung abang driver nya balik untuk konfirmasi kalo gojek nya eror minta cabut lapor,negative
solusi tepat waktu lapar gak perlu masak,positive
apa banget dah gojek drivernya chat gadibales kalo gabisa jemput bilang gabisa nunggu menit jalan titik awal juga tampil awal gerak pas tunggu tiba tiba balik ke posisi jalan buang buang waktu doang,negative
baik moga makin banyak promo biar bingung milih grab apa gojek,positive
pokok nya the best bngt deh pakai gojek bakal hari mah sen nya,positive
alas jauh tarif sesuai batal kan nurut sesuai aplikasi tidak diskon,negative
uda lah lelet mahal susah dapet driver,negative
drepernya ramah baik brkendaranya hti mksihh yaa,positive
sangat bantu dgn ada gojek,positive
sangat efesien utk yg selalu mandiri jalan mana tinggal buka aplikasi tanpa sulit kami yg selalu tadak gantung keluarga nyaman amam dapat percaya thx,positive
parah tau pesan makan langsung blank layar apk gojek gak klik batal tau driver mana makan nya mahal ganti nge chat driver malah nyolot bilang alas klasik chat cs gak nanggapi emang dasar robot kecewa poko nya mau hapus gojek gak pakai gojek pilih apk aja kapok gojek sering kaya gin mau makan lapar jadi gak nafsu makan gara pes sendiri makan gak ingin kecewa,negative
nunggu ojol ngambil makan skrng butuh jam itu kalo yg ngambil saya udh kali begini kecewa,negative
lelet bgt si,positive
mantappo,positive
kalo gak niat jadi driver gak usah jd driver yaa kak udah sering driver ting suka marah,negative
bantu aplikasi kok bisa buat transfer top up peecuma,negative
sakit rumah ga orang yg go food sdh go food in aja,positive
sangat jelekkkkk tiap mau ajuin php nunggu nunggu lg,negative
aplikasi dewa bang saipul jual gas limpul gas,positive
poko lebih nyaman sm gojek,positive
transfer uang bank hasil masuk uang baru tidak tanggung jawab hati hati klo jadi lepas tangan go pay nya,negative
bikin jalan lebih hemat praktis,positive
halo grab benar aku gak mau ngasih rating bintang jujur lihat kamu pakai ai butuh aplikasi banding ilustrator buat kamu kayak aplikasi murah padahal kamu kan aplikasi udah dunia banget aku orang dukung industri kreatif jujur kecewa sangat jijik lihat aplikasi besar grab pilih pakai ai maaf grab kamu liat kayak gak modal sepele industri kreatif moga depan nya kurang guna ai nya,negative
aneh banget gojek sekarang cuma cek harga brpa aja langsung pes tiba,neutral
jadi lebih pilih moda transfortasi,positive
daerah padang payakumbuh sangat sulit lama dapat driver,neutral
sering suruh tunggu terus jam gak mau batal pesan meski bom driver alas restonya rugi padahal mana restonya rugi kan drivernya bom alas ngasal aja,negative
baik pantau maps gosend ga gerak bingungin,negative
lama gak sesuai apk,negative
susah dapet drivernya,negative
gojek hebat,positive
bagus bangett drifernya baik,positive
toleransi waktu driver trlalu lama jarak driver titik jemput km toleransi waktu sampe jam padahal jalan gk macet gera driver gk jelas saking lama toleransi waktu jdi driver nyepelein jdi customer hrus nunggu lama last pake gojek,negative
tarik manfaat anak sma ga jmput kluargane,positive
gojeg sangat bantu terima kasih,positive
orang daerah guna kendara online selalu hinggap rasa was was kali balik rasa aman sekaligus nyaman drivernya ramah mau cerita bagai tahu iamiliki salus terus sikap sungguh mulia kesan,positive
susah cari driver pernh udh pesan nunggu lama malah dicancel,neutral
kesal sen go shop belanja obat urgent kali cari driver tdk yg mau ambil sangat kecewa padahal posisi urgent banget,negative
makin lama apk makin lelet masa mau sen smpe menit buat ngaturnya,negative
kok mahal sih gofood argonya mana ga promo,negative
pengirimanya cepat,positive
good job,positive
sangat bantu hari bagus cekat,positive
oke,positive
parah parah paylater blm aktipkan balik lama juga ga pakay,negative
sangat butuh kami ada kendara ada antar jemput,positive
sangat mudah pergi,positive
di update kok malah bug parah lelet,neutral
mohon koreksi gojek kalau cancel driver gak gerak hubung gak ya jgn nak potong dong moso cancel kena denda k aneh loh,neutral
kenapa sih sekarang tiap bula gojek tulis internet padahal internet lancar kuota ada hadehhh,negative
loading suka lambat informasi cuaca hujan sering tdk sesuai dgn kondisi lokasi,neutral
murah cuy,positive
bagus jaket baru helm bungkus harum,positive
kdg sen makan lama dpt drivernya jam lebih dpt driver klo hujan,neutral
sulit sekali registrasi nya sekarang seperti dulu,neutral
kali saya beri bintang,positive
good transportation,positive
sangat bantu cuma akhir aplikasi suka tiba keluar sendiri jadi buka,positive
baik kendara,positive
muas sekali,positive
mantap layan cepat,positive
langgan setia gojek sampai hari masih setia kenapa skrg jelek sekali layan aplikasi cari driver susah sering sekali dpt driver yg jauh shg nunggu lama kecewa,negative
keren sih cuma entah sekarang susah banget nyari ojek nya kek nunggu lama duluu kalo ga tambah gitu apa bbm naik,positive
app lelet susah driver,negative
salah order resto usaha pake bantu cs gak cancel mungkin depan di bantu proses cancel krn salah order rugi customer ingin ganti order yg di tuju susah cancel pesan yg sesuai,negative
udah hampir bulan ga tau driver gojek susah banget pdhl di jwb tuju kesana tdk gerak makan jg sering cancel payah banget kalau urgent,negative
terimakasih pak,positive
aplikasi yg bantu banget,positive
kok jelek bgt skrg beli pulsa aja gagal terus devinisi sulit bukan mudah kecewa deh,neutral
skarang mkin ribet buat kendala suka double order sama sekali ga cancel,negative
kadang macet sedikit,positive
kadang kadang sulit nyari driver,positive
nice quality delevery food,positive
ayo buat terus promo tarik,positive
hampir tahun pake gojek sekarang gojek g dulu sen food hampir jam baru nyampe rumah sen goride hemat reguler sama ajj dapet driver jauh jauh sekarang sen food lebih enak pake shope lebih cepet kalau goride sen indri dapet driver nya cepet deket lah kalau gojek dapet driver nya hampir km km bye bye gojek,negative
cukup bantu,positive
login ribet otp wa otp gmail nunggu kirim kode otp gmail hari blm kabar hadeh makin rusak parah saat gojek bangkrut,negative
okeyy lah,positive
klo mau kasih order driver rada ngotak dikit kan jemput jauh jauh ndak ngotak semua klo ndk paham situasi jlannn cari driver dekat kan klo kayak gin terus langgan lama lama pindah aplikasi sampai sini pahammmmmmm,negative
gofood makan x dibatalin mulu,negative
apk nya mudah guna,positive
minimal buat rating customer liat sama customer sendiri driver rating semena mena customer minta selalu ngasih bintang driver,negative
pesan cepat dapat andal,positive
jarak google maps km kurang aplikasi gojek km ko beda jauh banget ko seperti selisih nya lumayan ongkos jelas beda jauhhhhhh,negative
aplikasi mantul,positive
makin jelek layan kalau grab makan siapin makan dulu nunggu jam ujung nya gak driver waktu buang nungguin mending pesan saja,negative
susah banget driver itu kali kali jadi sen makan nunggu jam jam masa sekian lama nunggu gak nyantol mana gak di cancel,negative
buat pelangfan tunggu lama driver enak suka batal pesan pernah hadiah langgan suka beri voucher hadiah guna tidak punya kontak cs bisa hubung,negative
suka ajaa,positive
rating kaya cermin aplikasi driver ga motor mobil belagu kaga mau pick up dichat no respon maps ga gerak ampun dahh balik taksi konvensional aja gofood biaya layan over bgt minim promo better shopeefood sekarang,negative
enak pake gojek,positive
driver nya gamau nerima order ku lama banget nunggu lebih jam ga driver nerima,negative
gojek dzalim drivernya kak kalian cs bayar full dapet hikmah nya aja jalan macet lubang hujan badai lalu alas kalian susah dpt driver karna driver males tarif yg sesuai driver kerja rodi lebih baik kalian pake aplikasi belah biar mampus gojek,negative
nicee,positive
user gojek jaman sekarang trlalu manja jalan becek dikit ga mau jemput udh x cancel gila padahal user gojeng punya rating jalan becek nama baru slae ujan emng ujan yng atur gblk kalo ga mau roda motor kena jalan becek pakein sepatu proyek woy,negative
kecewa sekali kali telat bayar go paylatter akun blokir alas review ntah kapan,negative
tiba tiba cancel pihak gojek terus promo hilang semua padahal top up,negative
suka sekali sama aplikasi,positive
lapar nunggu nyari driver buat jemput makan gimana sih wilayah banjarmasin kurang driver kalo kurang mending buka rekrut besar besar buat drivernya nyari kerja aja udah sulit jadi mitra ojol,neutral
sangat bantu saat emergensi,positive
gimana sih udah lama lama nunggu driver nya ga jalan jalan mana chat ga bales bales klo ga mau udah tinggal bilang kan enak jadi ga nunggu lama,negative
akhir kenapa lot banget aplikasi ketetagan internet mati padahal internet lancar buka aplikasi sbelah lancar,negative
sangat bantu bisa andal,positive
panjang jalan alhamdulillah sangat manfaat,positive
sekarang lama banget gofood kalo pilih extra baru cepat driver,negative
aplikasi sehat,positive
driver gojek paling males ambil tumpang lama pakai ojol susah cari driver kirim barang lewat tokopedia jg sama ga mau ambil pesan barang satu patuh atur kendara jalan raya nyerobot jalur busway naik trotoar,negative
gin dulu ratingna dh coba topup k coba pake rumah loading mulu saldo anggap gak kurang malah gimana mau tumbuh kembang saing kompetitor layan n nyaman kurangnggg,negative
emang pake terus sih soal jarang gunain males instal aplikasi gojek terus kembang sejahtera driver ya,positive
aplikasi yg smart,positive
aku bolak balik pesan pulsa kok transaksi gagal padahal no telp sama pin benar mohon baik,negative
ongkir mahal driver dapetnya kecil potong gede,negative
sangat bagus,positive
blm puas banyak lelet ngaco,negative
sangat bantu sekali terimakasih gojek para driver nya,positive
komplain sampai bisa beri jawab jelas cs ada guna windu winda wataru nama cs proses komplain done uninstall edit ka mita mesti email dengan masalah kait gojek periksa sendiri keluh yg udah saya sampai aplikasi harus kali ajuin keluh,negative
lama dapet nya terus ambil ribu gada mau aneh,positive
bagus keren,positive
kalau perlu pas mau jemput driver plat kendara nya tampilin biar langsung ngerti mana driver nya,positive
driver nya cancel trs aneh udh nyari driver nya lama bgt,negative
sekarang kalo gofood udh gk dibatalin alhasil kemaren pesan makan sengaja gara gara lcd lg trouble,negative
lelet mahal cari driver lama banget udah gitu sekali dapet aku chat orang kata mohon tunggu udah tungguin malah cancel se enak udel,negative
amanah cepat ramah,positive
muantap,positive
emang skrng lama min dpt nya,neutral
sangat bantu,positive
very good boy,positive
dih gajelas dah gojek masa gak ganti bayar gopay padahal saldo gopay cukup gak limit gak pemberitahuan apa eh malah gak ganti bayar gopay gak rispek wok padahal kan udah tf in gopay eh ujung nya make cash shibal padahal udah update udah nyoba segala cara buat benerin eh gak,negative
ngeselin tiba tiba sen ojek jadi kali padahal sen satu lokasi beda malah tiba tiba sen dua kali lokasi yg beda ni si kalau banyak yg make suka error gitu malu malu in aja,negative
lebih cepat,positive
terima kasih atas layan,positive
woy gojek jgn terlalu byk potong buat driver yg susah customer skg susah buat dpt in driver,negative
driver tepat waktu,positive
bagus bagus bagus,positive
sangat bantu utama orang mageran saya,positive
sikap layan baik,positive
ngelag banget njim aku pakai grab aja lancar,negative
kecewa sama aplikasi jam gak dapet driver padahal medan kota lah baik kerja jangan sampe langgan lari aplikasi belah,negative
tepat waktu is the best,positive
aplikasi sering error,negative
lama nyari driver nya,negative
disc promo digofood ada gojek plus ada sen makan jadi mahal banget di aplikasi teman ada disc makan,negative
bagus bintang,positive
